reliability_class,reliability_class_label,reliability_score
2,MEDIUM,94.72719807671244
1,LOW,84.33944577670471
0,HIGH,95.14633110267717
2,MEDIUM,94.64068348288804
1,LOW,58.58326205900208
0,HIGH,95.99513472656773
1,LOW,83.79524210281285
1,LOW,74.48684529950775
1,LOW,68.01659566961595
1,LOW,78.89617814996419
1,LOW,84.53846615700022
1,LOW,66.45839008608624
1,LOW,37.27864736743674
1,LOW,52.89080177492409
0,HIGH,98.66020521237525
0,HIGH,96.58027821055302
2,MEDIUM,86.5328526571282
2,MEDIUM,91.39855364364776
1,LOW,51.94571697306053
1,LOW,14.667364302401712
0,HIGH,99.70455128341963
1,LOW,38.27512756380016
1,LOW,82.94506290722305
1,LOW,79.81478453853964
0,HIGH,99.7476500246804
1,LOW,8.05526153481107
2,MEDIUM,88.36539803313973
1,LOW,49.01228077915019
0,HIGH,96.35124822499137
0,HIGH,95.84410384835056
2,MEDIUM,92.39617417502134
1,LOW,11.355196315861136
1,LOW,30.304944894296685
0,HIGH,99.85213817888422
1,LOW,55.29202372768627
2,MEDIUM,92.26900313064816
0,HIGH,96.16974623989468
1,LOW,84.0567146088903
1,LOW,84.19547893865614
1,LOW,74.28590798581742
1,LOW,43.78176083626965
0,HIGH,97.38755691269874
0,HIGH,99.97474293943654
2,MEDIUM,94.71657195807497
0,HIGH,97.03006349929942
2,MEDIUM,86.6808534667546
0,HIGH,97.75492931288927
0,HIGH,98.28575183284636
1,LOW,71.75525257049522
1,LOW,41.958443987103486
1,LOW,27.101294053700062
2,MEDIUM,94.46233961449308
0,HIGH,96.88456458058133
1,LOW,12.731428766849524
1,LOW,55.83324332395322
1,LOW,21.624696437390725
1,LOW,59.89466789392408
0,HIGH,99.12659160660256
2,MEDIUM,88.49789283246334
0,HIGH,95.90696789653944
1,LOW,65.44527856720296
2,MEDIUM,92.24440790312096
1,LOW,66.59428828239957
1,LOW,53.47369219887004
1,LOW,65.10698639205292
1,LOW,7.712018736998456
1,LOW,35.53096261481608
1,LOW,79.60581488383286
0,HIGH,96.91308106079404
0,HIGH,99.97416828686524
1,LOW,43.44527825992137
2,MEDIUM,92.07605875365496
1,LOW,21.17451068888016
1,LOW,52.52955129113235
0,HIGH,96.14295726913082
1,LOW,18.81160051410516
1,LOW,59.021888337921936
1,LOW,28.163686196865505
1,LOW,78.554239939385
1,LOW,70.23137412964361
2,MEDIUM,88.49524163008749
0,HIGH,95.57192312745806
1,LOW,81.63511655209354
0,HIGH,97.65454629786272
2,MEDIUM,94.59154429310058
2,MEDIUM,94.1280930691876
2,MEDIUM,91.37032765201172
2,MEDIUM,92.84717601639592
0,HIGH,99.61613370965308
1,LOW,22.499795094523595
1,LOW,82.66862955137013
2,MEDIUM,87.88217275931727
1,LOW,83.9649320704574
1,LOW,84.22220040068517
0,HIGH,98.74637895312348
0,HIGH,99.8708106274652
0,HIGH,99.38602246390704
2,MEDIUM,89.18957319434739
2,MEDIUM,94.17195275317816
2,MEDIUM,91.52117326421872
0,HIGH,98.8323233048982
0,HIGH,97.26313080361516
2,MEDIUM,93.13784009180748
0,HIGH,99.3128951414132
0,HIGH,99.63052560222562
1,LOW,47.29509994628066
1,LOW,61.927289773653314
1,LOW,77.75410836902212
0,HIGH,96.21560993817312
1,LOW,65.66734225458913
0,HIGH,99.92756816707704
2,MEDIUM,88.20445395864716
0,HIGH,97.67112667601153
0,HIGH,96.00453037550191
1,LOW,65.26112409058786
1,LOW,84.34562952652792
1,LOW,81.29400440387673
1,LOW,72.8505840395441
2,MEDIUM,88.56930658917166
0,HIGH,97.65077063575032
1,LOW,84.75399988844575
2,MEDIUM,93.0888410345692
2,MEDIUM,89.8937568958363
1,LOW,77.68686631271477
1,LOW,18.880023829253307
0,HIGH,97.67469314977686
1,LOW,65.5722494139922
1,LOW,16.923734406964076
0,HIGH,95.1171875
1,LOW,28.93887582833755
2,MEDIUM,86.17642750803302
2,MEDIUM,91.28900813133482
2,MEDIUM,93.21524091369614
2,MEDIUM,89.31579655198202
1,LOW,11.735081062062182
1,LOW,38.207053962196426
1,LOW,83.41094357834282
1,LOW,6.674071033126343
1,LOW,52.93589831244573
2,MEDIUM,89.32059526068285
0,HIGH,95.0345013134711
1,LOW,57.57579153522734
1,LOW,46.78854975221115
2,MEDIUM,90.29608287605215
0,HIGH,99.87260730200488
1,LOW,77.55024719119208
2,MEDIUM,93.4934922185017
1,LOW,33.02110177230821
0,HIGH,97.32026733144296
1,LOW,54.35171264454373
1,LOW,21.664540872493767
1,LOW,72.87185442285414
1,LOW,61.67094770681156
0,HIGH,95.47452070303292
0,HIGH,96.94632424811182
2,MEDIUM,87.48460535757657
0,HIGH,99.98279879649486
0,HIGH,95.14002362135298
1,LOW,49.98693615292613
2,MEDIUM,87.14419281674454
1,LOW,79.36493510564873
1,LOW,20.77086927706444
2,MEDIUM,89.45784020728968
1,LOW,40.08703921898731
1,LOW,78.22265625
2,MEDIUM,93.96751836096584
1,LOW,60.92134726007527
0,HIGH,98.84891070800258
1,LOW,80.58590580220293
0,HIGH,98.5238988671138
1,LOW,82.46056789500146
1,LOW,51.69445469727763
2,MEDIUM,88.10602262532223
2,MEDIUM,90.3393823013742
0,HIGH,99.8493576163198
1,LOW,38.22377542723295
1,LOW,70.72680802768431
0,HIGH,99.91647233022864
2,MEDIUM,89.48040699190717
1,LOW,56.69510728148875
0,HIGH,99.9082447949246
0,HIGH,99.45276487081696
1,LOW,59.114916552068784
2,MEDIUM,94.47576125257196
0,HIGH,99.39833761153602
2,MEDIUM,85.43526849134658
2,MEDIUM,91.4803510427769
0,HIGH,97.05821037564544
2,MEDIUM,90.28765562352152
2,MEDIUM,92.3920377400564
1,LOW,20.81658898429557
2,MEDIUM,88.81082529639917
0,HIGH,95.37088587251128
0,HIGH,99.93664809285204
0,HIGH,99.7561655882204
0,HIGH,99.9287381506176
2,MEDIUM,91.28373232503336
1,LOW,80.02142544373386
1,LOW,14.544946576856088
1,LOW,36.70875732860201
2,MEDIUM,94.97947783463351
2,MEDIUM,92.33724975205531
0,HIGH,97.98002582268212
1,LOW,28.636309295088907
0,HIGH,95.01650670891506
0,HIGH,98.06791686194236
0,HIGH,95.4060390023552
1,LOW,65.76205408013568
1,LOW,71.56868286698791
1,LOW,80.98497243522017
0,HIGH,95.44949526260572
1,LOW,46.73857862558693
1,LOW,11.048790384682986
0,HIGH,99.5402370762083
1,LOW,20.769357038133727
2,MEDIUM,91.21036174660316
0,HIGH,98.85865095139454
0,HIGH,99.74038485399466
0,HIGH,99.70230437628422
0,HIGH,98.31007689644362
0,HIGH,99.5713530642232
1,LOW,56.0527032513569
2,MEDIUM,93.43462283824245
1,LOW,83.75800270297796
2,MEDIUM,92.98660022578916
2,MEDIUM,87.50382829342517
1,LOW,46.64728385762902
1,LOW,63.46109321834583
1,LOW,19.27117383258681
1,LOW,9.348312693898938
1,LOW,43.71547767803324
1,LOW,20.570248980161523
0,HIGH,97.40307170591576
2,MEDIUM,85.71361012785633
0,HIGH,99.407515892756
2,MEDIUM,91.08254149963332
0,HIGH,99.643154508531
0,HIGH,96.7663892165671
1,LOW,62.30994464984231
2,MEDIUM,90.96267992334164
0,HIGH,96.70059649864952
1,LOW,52.14623195834051
2,MEDIUM,90.96438174906656
0,HIGH,99.76546437600491
1,LOW,72.24725691347223
1,LOW,74.4416849157731
2,MEDIUM,93.76486663476364
2,MEDIUM,85.05661729539375
1,LOW,82.99619809376229
1,LOW,48.951064887654745
2,MEDIUM,86.68081188309903
0,HIGH,97.90041219172863
0,HIGH,99.95276303000246
1,LOW,81.84880937905334
1,LOW,15.615096984982657
1,LOW,76.20637365947289
2,MEDIUM,92.0339277936787
0,HIGH,99.84823867775184
0,HIGH,99.92975552801052
1,LOW,69.39215703790804
2,MEDIUM,88.8251335986893
2,MEDIUM,87.15255787989676
1,LOW,81.58002051822464
2,MEDIUM,90.46157046124732
0,HIGH,95.99761647572268
2,MEDIUM,93.38750117987934
2,MEDIUM,93.6276392899739
2,MEDIUM,87.59718036756155
0,HIGH,95.29434169439462
1,LOW,17.134117076899603
2,MEDIUM,89.11380449604518
2,MEDIUM,88.27869055203986
2,MEDIUM,88.97269959377778
1,LOW,75.80959131772234
0,HIGH,96.85084319706854
1,LOW,66.76548473897547
1,LOW,39.15028083893584
2,MEDIUM,89.92948651107572
1,LOW,25.598447222044573
0,HIGH,99.8310340008108
1,LOW,83.1248662037585
2,MEDIUM,86.101135737167
0,HIGH,97.15678566765126
0,HIGH,99.32458410159772
0,HIGH,98.11298946575886
2,MEDIUM,89.42795171930673
1,LOW,74.6312889468885
2,MEDIUM,93.66928299864084
2,MEDIUM,94.98019750042292
0,HIGH,97.3433088174785
0,HIGH,96.60843712772602
1,LOW,22.95055049945734
0,HIGH,99.09217914349767
1,LOW,32.06876122057204
1,LOW,69.69587585489279
2,MEDIUM,91.60349258464346
2,MEDIUM,88.28407476562636
1,LOW,80.85334822775829
2,MEDIUM,92.79052866596224
0,HIGH,97.1476685896306
0,HIGH,99.72343096826268
2,MEDIUM,88.11958387258429
2,MEDIUM,90.04190997752154
1,LOW,69.04503447284158
0,HIGH,97.02264576220487
0,HIGH,99.65449761249822
1,LOW,35.38911174744307
1,LOW,59.60198550418819
2,MEDIUM,92.84085276235908
1,LOW,46.01897442142459
2,MEDIUM,88.10144090276209
1,LOW,30.178538316592007
1,LOW,75.00729249154732
2,MEDIUM,86.08042852838474
1,LOW,66.73240335048493
1,LOW,75.56378330312087
0,HIGH,98.12519961385485
1,LOW,84.68137131617404
2,MEDIUM,85.54082400926538
0,HIGH,99.10073574642448
1,LOW,60.78379655597567
1,LOW,7.982749813179238
1,LOW,10.409160017979662
0,HIGH,99.13488192408732
0,HIGH,99.70522007086544
1,LOW,25.172308169406843
0,HIGH,99.25294086972234
2,MEDIUM,87.99011847198179
0,HIGH,97.22831422302878
2,MEDIUM,93.26650641330365
1,LOW,62.1597421085046
1,LOW,71.82439147679939
2,MEDIUM,92.77341937704058
1,LOW,83.04130270353309
1,LOW,36.42421257564348
1,LOW,35.66772112200164
0,HIGH,99.66091147322255
1,LOW,10.28596878260386
0,HIGH,99.06701254819976
1,LOW,78.8558299573599
2,MEDIUM,89.76664077273205
1,LOW,45.47398596270714
0,HIGH,99.00336646863548
2,MEDIUM,92.00073088364036
2,MEDIUM,92.3062072945992
0,HIGH,97.17119140263976
2,MEDIUM,94.8429768067374
1,LOW,71.72235207130049
1,LOW,20.286162526239927
1,LOW,29.665389633070443
0,HIGH,99.42022188600438
1,LOW,68.39880389239296
0,HIGH,96.39866335409236
1,LOW,82.73012150197857
2,MEDIUM,89.72434392103088
1,LOW,20.686710694426445
0,HIGH,99.1834751202694
0,HIGH,98.91756331138716
1,LOW,76.16480065649542
1,LOW,15.800259704518222
1,LOW,13.904837965664374
2,MEDIUM,94.27230464008038
1,LOW,57.77636917348521
1,LOW,82.12070182692507
1,LOW,32.857825903740185
2,MEDIUM,88.96687505720216
1,LOW,12.451826295380751
2,MEDIUM,87.53544115649518
1,LOW,63.55993692375409
1,LOW,20.410600984807537
2,MEDIUM,85.73846611494896
1,LOW,75.00155818534509
0,HIGH,99.73168556782105
1,LOW,79.37011514223859
1,LOW,46.86930667619277
1,LOW,77.44490199245743
0,HIGH,99.58888656891766
1,LOW,4.249772487756033
2,MEDIUM,86.43209759736419
2,MEDIUM,93.78910986940198
1,LOW,61.3231783543992
2,MEDIUM,88.28187896807184
1,LOW,75.38530814239725
1,LOW,19.97281348964911
2,MEDIUM,86.61761036441686
2,MEDIUM,92.44889999705224
1,LOW,38.98363408587511
0,HIGH,99.54578623071906
1,LOW,77.31239619272063
1,LOW,33.18969424306264
0,HIGH,98.04923354958645
2,MEDIUM,92.44967644093244
0,HIGH,99.69137767318068
0,HIGH,96.2493392820718
1,LOW,8.405978573927277
0,HIGH,95.89690614115943
1,LOW,63.70525268403172
0,HIGH,97.49866765961998
1,LOW,51.15682545829374
1,LOW,38.67310056203761
0,HIGH,99.61835686668486
0,HIGH,99.71316258921811
1,LOW,16.81741159811427
1,LOW,79.8935428226595
1,LOW,84.10006822451764
0,HIGH,96.66531923788789
0,HIGH,97.0653665229338
1,LOW,83.23156435350292
2,MEDIUM,93.39863825586832
1,LOW,38.04482702549466
1,LOW,8.040866785875066
0,HIGH,96.10567388407158
1,LOW,7.713091537690595
2,MEDIUM,94.36623419716072
0,HIGH,99.50077973669136
0,HIGH,97.02074670506568
1,LOW,51.519002769151086
0,HIGH,98.35148246516992
1,LOW,42.87988759542009
1,LOW,75.36547897187786
2,MEDIUM,92.02737294510818
1,LOW,64.11003045748863
1,LOW,67.1745207597958
2,MEDIUM,86.10631812148593
2,MEDIUM,93.70331847906706
1,LOW,13.37960641327671
2,MEDIUM,88.20336961790079
2,MEDIUM,92.0917339080756
1,LOW,80.50664919215545
1,LOW,62.03347136334171
0,HIGH,97.74526753019111
2,MEDIUM,88.00005632587727
2,MEDIUM,92.66514195550472
2,MEDIUM,85.59523597357817
1,LOW,84.27321013359224
1,LOW,18.981763981959134
0,HIGH,99.9132937900584
1,LOW,77.28898875364999
1,LOW,78.86745737511357
2,MEDIUM,89.08568774224887
1,LOW,74.88032970953016
1,LOW,38.77258992962224
0,HIGH,96.4175706785853
1,LOW,14.617836592202012
1,LOW,44.91943038619195
2,MEDIUM,92.50352204580786
0,HIGH,95.31648034303063
1,LOW,60.739706084543066
1,LOW,58.11512582623856
2,MEDIUM,94.57120410743684
1,LOW,66.92982414538939
2,MEDIUM,85.46802393553929
1,LOW,74.90483219407
1,LOW,82.47002351510828
2,MEDIUM,85.52386411743154
0,HIGH,95.59914690120162
1,LOW,38.240227015993966
1,LOW,83.50426415895835
0,HIGH,97.51779696844233
1,LOW,70.13572572920359
0,HIGH,99.19730325060048
1,LOW,36.69525105731057
1,LOW,71.76644907053323
0,HIGH,97.0681839777822
0,HIGH,99.76407082005136
1,LOW,18.92184970855368
1,LOW,74.01794400204116
2,MEDIUM,94.71288003052744
1,LOW,61.81584247785399
1,LOW,58.23022041104087
1,LOW,49.4642423483649
2,MEDIUM,85.5386693350589
0,HIGH,99.98280365899312
0,HIGH,96.28620338471136
1,LOW,73.54201848787054
2,MEDIUM,85.20019776883473
2,MEDIUM,88.13395412577954
2,MEDIUM,94.50977212338412
1,LOW,67.49333186263343
0,HIGH,99.6572312628686
1,LOW,71.67257101903999
0,HIGH,98.176992903553
2,MEDIUM,86.48845773135866
2,MEDIUM,89.79098029232418
2,MEDIUM,88.13521759817903
1,LOW,8.863539370676392
0,HIGH,96.05077448879705
2,MEDIUM,90.41898971053558
1,LOW,53.49252742809226
1,LOW,73.69295521560385
2,MEDIUM,94.46935375805916
0,HIGH,95.8979808675387
1,LOW,82.73381055771286
1,LOW,43.59704979746221
1,LOW,18.40382118892793
0,HIGH,99.11713301180347
1,LOW,69.27612842490011
0,HIGH,95.68800329532276
2,MEDIUM,85.97706734441604
1,LOW,62.260840433436094
0,HIGH,99.75176188685572
1,LOW,51.57176492239565
0,HIGH,99.50859753612406
0,HIGH,99.53982048511044
0,HIGH,95.81663140138446
2,MEDIUM,93.60037683142424
1,LOW,82.54022209041631
1,LOW,81.91747521924063
0,HIGH,95.56106855086608
1,LOW,33.18338971193194
2,MEDIUM,91.13106607449518
0,HIGH,95.6082324898198
0,HIGH,99.95576259199306
0,HIGH,97.4150057073022
2,MEDIUM,89.68663125069234
2,MEDIUM,86.89071350383371
2,MEDIUM,88.89117104495686
1,LOW,25.633533085554696
1,LOW,80.60992825018825
1,LOW,43.625466333958975
1,LOW,84.33601250165168
2,MEDIUM,87.50641593348212
0,HIGH,99.94890887090514
2,MEDIUM,87.97453550367683
2,MEDIUM,92.31279974453724
1,LOW,77.47589226613847
1,LOW,7.689860090779228
1,LOW,77.39531007401912
2,MEDIUM,92.10845760999452
0,HIGH,98.66181143648596
1,LOW,77.0891810392215
1,LOW,15.99532984827976
1,LOW,34.20543968539366
2,MEDIUM,88.10587339352011
2,MEDIUM,94.42166221700484
1,LOW,40.717600126183854
1,LOW,78.55028927661333
0,HIGH,99.19941496576376
0,HIGH,98.70501406360002
2,MEDIUM,92.98443919637371
1,LOW,11.78042831057082
1,LOW,10.698823617536032
0,HIGH,96.03971431985808
1,LOW,56.03768568655367
1,LOW,64.25537228195911
2,MEDIUM,85.4497413239335
0,HIGH,99.41254167869388
0,HIGH,99.9265226965972
0,HIGH,99.90672927273076
0,HIGH,99.5227145172499
1,LOW,59.01026504168182
1,LOW,65.85871957411402
1,LOW,38.11603495499971
1,LOW,77.24373086221105
0,HIGH,98.5639821111729
1,LOW,15.813429038720322
1,LOW,11.23076722362652
1,LOW,25.77052170119087
0,HIGH,95.64218585391868
1,LOW,77.63359911346058
2,MEDIUM,91.2056820209498
1,LOW,42.41914738110116
2,MEDIUM,92.67029270427672
2,MEDIUM,86.42165307868075
1,LOW,60.42832761286142
0,HIGH,98.43015433014152
1,LOW,70.52000133784613
1,LOW,71.78549213778142
2,MEDIUM,92.95284306749814
0,HIGH,97.70680987158264
1,LOW,80.44709232202726
2,MEDIUM,91.51285217162244
2,MEDIUM,94.37306591257604
1,LOW,64.20035189720976
2,MEDIUM,93.76059819384146
1,LOW,46.10831653494294
1,LOW,62.5905305697905
1,LOW,81.30830831615009
1,LOW,80.50962747747815
2,MEDIUM,88.95225448005448
1,LOW,75.71011240898817
0,HIGH,97.51364601328028
0,HIGH,98.98088568469308
1,LOW,78.16053474011926
1,LOW,56.017421706211344
1,LOW,26.35088315398972
0,HIGH,97.0336161154444
0,HIGH,99.2898987591976
0,HIGH,99.53803367804409
0,HIGH,99.76026812330336
2,MEDIUM,94.89078353600392
2,MEDIUM,94.40047500745298
1,LOW,21.386330320004067
0,HIGH,96.04115246704836
1,LOW,55.78903861773914
1,LOW,84.35128057300453
0,HIGH,98.91810674409297
0,HIGH,98.39863830724948
2,MEDIUM,85.60165908267129
1,LOW,10.683662988672324
0,HIGH,98.98190360243456
1,LOW,39.66512643632096
1,LOW,84.09346076517991
1,LOW,35.5890554388456
1,LOW,82.03124999999999
1,LOW,79.2059613171693
0,HIGH,99.7960988171729
0,HIGH,96.33020702656704
1,LOW,19.848402075552507
2,MEDIUM,93.84307771340691
2,MEDIUM,87.03305017543741
1,LOW,74.25057983068275
0,HIGH,99.85129988637746
1,LOW,11.488601370080197
2,MEDIUM,93.46010637818964
2,MEDIUM,93.7316326950326
1,LOW,73.43725806722317
1,LOW,7.854079693313537
0,HIGH,95.14310715434084
2,MEDIUM,93.9074213851666
0,HIGH,98.68958309778368
1,LOW,59.21524195358071
1,LOW,68.66124878218017
2,MEDIUM,93.98206878630111
1,LOW,65.64867587496528
0,HIGH,99.762273291556
2,MEDIUM,90.48312117721088
1,LOW,54.00386420989882
0,HIGH,95.6911205677742
1,LOW,47.64174744118948
2,MEDIUM,94.60752580997622
0,HIGH,95.87387683358487
0,HIGH,97.41429053275289
1,LOW,82.99749451861089
1,LOW,80.08129597301622
2,MEDIUM,92.18182241346352
1,LOW,38.57084534348424
1,LOW,72.82076312526905
1,LOW,35.66529375498168
2,MEDIUM,93.09739991967233
0,HIGH,99.41924343624174
1,LOW,19.020432248487037
1,LOW,35.9221539895871
2,MEDIUM,88.53926861813643
0,HIGH,95.50281270331404
2,MEDIUM,91.40165046698316
1,LOW,54.07938988176023
0,HIGH,99.48598787852411
1,LOW,72.90229998700933
0,HIGH,95.46789346458374
1,LOW,6.970169532332712
1,LOW,22.898179069322477
1,LOW,49.01333207549324
1,LOW,41.10121038812635
1,LOW,41.124555244553385
1,LOW,10.505040299249757
1,LOW,8.505607750725016
1,LOW,64.88066657167678
2,MEDIUM,94.65500129606424
2,MEDIUM,88.855228566307
0,HIGH,97.89148016636707
1,LOW,75.8025607175126
2,MEDIUM,89.48210461718766
0,HIGH,99.57181945728684
1,LOW,7.042552973512888
2,MEDIUM,92.0317367315142
1,LOW,73.2410209026493
0,HIGH,96.33038963500496
1,LOW,68.9554659085157
0,HIGH,98.48954664768942
1,LOW,75.2982257877393
0,HIGH,98.9288237902098
1,LOW,68.43625460654887
1,LOW,38.98098182392957
2,MEDIUM,89.97041526558205
0,HIGH,99.56581174740876
1,LOW,57.727909674668034
1,LOW,77.00375113824809
1,LOW,53.12098030375023
0,HIGH,97.06199777114216
0,HIGH,97.74240929979992
2,MEDIUM,91.26421395967948
1,LOW,82.30929894100404
0,HIGH,99.33593722970984
1,LOW,74.2164035076897
1,LOW,50.5286879308044
0,HIGH,99.90700242056484
1,LOW,38.76750454477422
0,HIGH,99.73571421389046
1,LOW,33.94280383070107
1,LOW,8.976048637157271
2,MEDIUM,86.71787627125164
0,HIGH,99.79796341012953
0,HIGH,95.52996740726611
1,LOW,78.45130835057617
1,LOW,83.77898988708151
2,MEDIUM,94.37196380284249
1,LOW,5.187575486385676
1,LOW,63.40758859494754
1,LOW,40.728838860478746
1,LOW,75.12523857862038
2,MEDIUM,86.73368139202329
0,HIGH,99.26601860686831
1,LOW,44.16897367707791
0,HIGH,99.96240458000057
1,LOW,43.4754974599781
0,HIGH,96.10777817453854
2,MEDIUM,90.78249630188682
1,LOW,42.2192648132107
1,LOW,79.82870708387945
1,LOW,56.25847900368268
0,HIGH,97.81481457832552
1,LOW,83.2918488422648
2,MEDIUM,88.45486352704953
1,LOW,65.48249653007915
2,MEDIUM,94.28313448006438
2,MEDIUM,85.01178837270326
1,LOW,59.04838417173366
0,HIGH,97.77851214195226
1,LOW,64.09385166881708
1,LOW,84.90733925635011
0,HIGH,96.38360064372222
2,MEDIUM,94.27740101137404
1,LOW,60.45079780339647
0,HIGH,97.96883317431612
1,LOW,83.54851637219197
2,MEDIUM,90.92052167563504
1,LOW,36.22782025909783
1,LOW,78.24110120793425
1,LOW,79.13290539249972
0,HIGH,99.89435304974864
2,MEDIUM,90.31049509247887
1,LOW,39.72872477528677
1,LOW,83.37339120574867
0,HIGH,98.09618523367746
1,LOW,83.72887105489231
1,LOW,47.465144069265776
1,LOW,28.98337298725388
1,LOW,82.70483190112706
1,LOW,40.11248902703655
0,HIGH,99.98230920883412
0,HIGH,98.8630895974612
1,LOW,73.8227037942383
1,LOW,71.50109347220301
0,HIGH,99.8722245203618
0,HIGH,99.51903747734032
1,LOW,52.05289987585148
1,LOW,43.317092206870086
0,HIGH,95.76022965731752
2,MEDIUM,86.04554895118758
1,LOW,76.27946782417287
0,HIGH,96.6985739959999
1,LOW,78.10231496192479
2,MEDIUM,85.6862766332513
1,LOW,74.84827638905043
2,MEDIUM,88.92287744222843
2,MEDIUM,85.82155694788979
0,HIGH,99.98024643589282
0,HIGH,98.05287653245982
2,MEDIUM,90.03502427648252
1,LOW,54.76036917539639
0,HIGH,99.66969576831607
0,HIGH,99.88349086350438
1,LOW,19.038823870765786
0,HIGH,95.05516460072847
1,LOW,51.90297121373888
1,LOW,35.62518927760713
2,MEDIUM,94.075251749348
1,LOW,67.15874041870423
2,MEDIUM,87.46869827561635
1,LOW,38.8170260983013
0,HIGH,98.94924369329588
2,MEDIUM,89.63439591176481
1,LOW,66.31296241705003
2,MEDIUM,91.51061034560898
1,LOW,39.539882708446456
0,HIGH,98.27735255715892
1,LOW,78.79200238776292
1,LOW,8.921014143046225
1,LOW,82.23530617676755
0,HIGH,99.47663482112884
2,MEDIUM,92.61387938701093
0,HIGH,98.56508667212132
0,HIGH,99.71769417592918
0,HIGH,95.99786953324065
0,HIGH,96.5887972614916
1,LOW,84.48901040260169
0,HIGH,96.79801106727712
0,HIGH,96.0026171159307
2,MEDIUM,87.87008296463213
1,LOW,62.64665585103854
2,MEDIUM,85.06565193521087
1,LOW,81.14771216583432
1,LOW,22.818328045377186
1,LOW,53.0002251195428
0,HIGH,99.34497788183626
1,LOW,18.479581303447176
1,LOW,27.528303610268896
0,HIGH,99.8531829586252
1,LOW,38.904382785506
1,LOW,61.30598845340784
1,LOW,83.16584698227157
1,LOW,81.50234949889716
0,HIGH,98.19659952621696
0,HIGH,99.94469110824164
1,LOW,75.59364149774201
1,LOW,70.81020980616314
0,HIGH,98.53579239304658
0,HIGH,99.45170643926352
0,HIGH,96.18538844538844
1,LOW,64.33188362256233
2,MEDIUM,88.68691487838841
0,HIGH,97.4133235834956
1,LOW,82.19493097159389
1,LOW,18.85965107151113
0,HIGH,99.99240095430956
1,LOW,18.81196508444811
1,LOW,63.233570335772015
2,MEDIUM,93.77595212787108
1,LOW,14.701780914948284
2,MEDIUM,94.76326701151396
1,LOW,83.61519383872674
0,HIGH,95.86741650853708
1,LOW,73.88314344174364
0,HIGH,99.82752565281665
0,HIGH,99.5074173632042
1,LOW,81.30933310068683
0,HIGH,98.6200651909996
2,MEDIUM,91.3522866994993
1,LOW,79.07655435946268
1,LOW,38.34884243678942
0,HIGH,98.82871987036962
1,LOW,35.93527253219185
0,HIGH,98.07086967089796
1,LOW,28.968744609769857
1,LOW,83.24302511306315
0,HIGH,99.59665056406936
1,LOW,64.42526417877284
1,LOW,84.0616818178299
0,HIGH,99.48894177401958
2,MEDIUM,88.45263076518313
0,HIGH,99.22323619998004
0,HIGH,99.6625428512523
1,LOW,80.37561515038337
1,LOW,70.41942292341231
1,LOW,19.903866998393397
1,LOW,59.24997791999982
1,LOW,78.51458159502639
1,LOW,75.99569176980006
0,HIGH,98.09155396279137
2,MEDIUM,92.50064530769365
1,LOW,50.86823791542838
1,LOW,37.80977361769427
1,LOW,80.93463391285316
1,LOW,77.73594069236202
1,LOW,15.163331291382509
0,HIGH,99.51856555241612
1,LOW,83.30484450773726
0,HIGH,99.85378120079768
2,MEDIUM,90.48227325512492
1,LOW,79.54178774474747
1,LOW,20.52157877363065
1,LOW,8.759456914652219
0,HIGH,99.48099153093418
1,LOW,66.60872513066096
1,LOW,80.64193401738932
1,LOW,58.44659854324653
1,LOW,6.226872986399867
0,HIGH,95.40015722479238
0,HIGH,99.94940520520372
2,MEDIUM,90.5377992567138
2,MEDIUM,93.79792220761976
1,LOW,82.6568587301075
1,LOW,16.54628845318373
1,LOW,84.84318804299454
1,LOW,28.691908078136745
1,LOW,69.876093118523
1,LOW,15.51620939424171
0,HIGH,97.44159687684014
2,MEDIUM,87.22630966526779
1,LOW,83.86253769108215
0,HIGH,96.92156721124934
1,LOW,70.36679754924775
0,HIGH,96.30274154015656
1,LOW,41.500690602015496
1,LOW,6.636854575788767
0,HIGH,99.93242182596312
0,HIGH,99.9803048816758
2,MEDIUM,88.9804402263958
1,LOW,60.25992901021435
1,LOW,58.7008526202777
1,LOW,15.402114143004386
0,HIGH,96.13307200212056
0,HIGH,99.69620342587862
0,HIGH,98.32930343441755
1,LOW,33.82718010066918
0,HIGH,98.83896275786236
2,MEDIUM,89.36661188215218
2,MEDIUM,91.26725933308592
1,LOW,70.96094879296513
0,HIGH,99.99660935068496
1,LOW,28.11540866530772
1,LOW,20.281377317061192
0,HIGH,97.09581247713967
0,HIGH,99.01249441242771
1,LOW,83.90470617859191
1,LOW,84.64224560678218
2,MEDIUM,90.04371283790229
1,LOW,77.00411420797198
1,LOW,55.98306814224947
1,LOW,55.30911994687191
0,HIGH,99.95689889907725
2,MEDIUM,88.35245166280966
1,LOW,62.4529802709195
0,HIGH,99.65318511239413
1,LOW,82.64728586516395
1,LOW,76.36867239375556
1,LOW,80.278034301092
2,MEDIUM,92.06002591543997
2,MEDIUM,88.70563355283481
2,MEDIUM,92.60258605025923
1,LOW,68.7424239303406
1,LOW,18.892514303763853
0,HIGH,99.57709069392033
2,MEDIUM,90.38239440934288
2,MEDIUM,94.96214153336966
0,HIGH,97.60895941051416
1,LOW,76.35350827215109
2,MEDIUM,89.13261684946268
2,MEDIUM,85.29449988915978
1,LOW,24.0664351022472
2,MEDIUM,93.82913003525196
1,LOW,42.2750491104194
2,MEDIUM,93.01054704431652
